"","serial","GPS_date_YYYY.MM.DD","GPS_utc_HH.MM.SS","GPS_YYYY.MM.DD_HH.MM.SS","lat","lon","hdop","fix","cog","speed","alt","data_voltage","solar_charge","solar_current","nsats","vdop","geo","activity","inactivity","temperature","time_to_fix","Name"
"80",89460800120136630272,"2022-07-29","00:46:39","2022-07-29 00:46:39",46.982048,-123.981926,1.27,3,0,0.17,-42,4.14,3.75,0,10,1.69,NA,80,NA,29,42,665
"81",89460800120136630272,"2022-07-29","00:30:49","2022-07-29 00:30:49",46.981979,-123.980324,1.52,3,17,0.64,59,4.13,4.08,0,11,1.77,NA,1,NA,30,8,665
"82",89460800120136630272,"2022-07-29","00:15:33","2022-07-29 00:15:33",46.982101,-123.980339,1.02,3,110,0.57,13,4.13,3.31,0,11,1.13,NA,5,NA,30,10,665
"83",89460800120136630272,"2022-07-29","00:00:13","2022-07-29 00:00:13",46.982174,-123.980026,1.11,3,0,0.73,51,4.13,3.02,0,12,1.29,NA,0,NA,30,10,665
"84",89460800120136630272,"2022-07-28","23:44:55","2022-07-28 23:44:55",46.982128,-123.979935,1.21,3,0,0.7,50,4.14,3.71,0,10,1.47,NA,0,NA,30,7,665
"85",89460800120136630272,"2022-07-28","23:29:40","2022-07-28 23:29:40",46.982323,-123.980087,1.42,3,90,3.04,77,4.14,3.84,0,9,2.6,NA,0,NA,30,11,665
"86",89460800120136630272,"2022-07-28","23:14:21","2022-07-28 23:14:21",46.982025,-123.979271,1.56,3,334,5.16,29,4.14,4.17,0,12,1.88,NA,144,NA,29,10,665
"87",89460800120136630272,"2022-07-28","22:59:03","2022-07-28 22:59:03",46.98283,-123.978615,1.43,3,0,0.23,-11,4.11,4.9,0,10,1.6,NA,104,NA,30,8,665
"88",89460800120136630272,"2022-07-28","22:43:47","2022-07-28 22:43:47",46.981606,-123.97776,2.6,3,357,3.2,78,4.12,4.15,0,7,2.22,NA,172,NA,29,12,665
"89",89460800120136630272,"2022-07-28","22:28:27","2022-07-28 22:28:27",46.981415,-123.977737,1.87,3,319,3.77,86,4.13,3.03,0,8,2.38,NA,0,NA,30,14,665
"90",89460800120136630272,"2022-07-28","22:13:05","2022-07-28 22:13:05",46.982166,-123.977524,1.95,3,5,2.39,45,4.14,3.11,0,8,2.31,NA,0,NA,31,16,665
"91",89460800120136630272,"2022-07-28","21:58:11","2022-07-28 21:58:11",46.982029,-123.977776,2.02,3,0,0.75,76,4.13,3.06,0,8,2.21,NA,37,NA,32,29,665
"92",89460800120136630272,"2022-07-28","21:42:34","2022-07-28 21:42:34",46.982906,-123.978699,1.6,3,0,0.31,-60,4.11,4.36,0,9,1.72,NA,94,NA,34,16,665
"93",89460800120136630272,"2022-07-28","21:27:10","2022-07-28 21:27:10",46.982903,-123.979294,1.34,3,359,1.87,-9,4.14,4.91,0,9,1.33,NA,229,NA,37,9,665
"94",89460800120136630272,"2022-07-28","21:11:53","2022-07-28 21:11:53",46.982185,-123.981499,2.02,3,165,0.47,93,4.14,5.39,1,11,3.19,NA,49,NA,41,8,665
"95",89460800120136630272,"2022-07-28","20:56:37","2022-07-28 20:56:37",46.981861,-123.981308,1.21,3,19,0.87,64,4.14,5.81,5,11,1.46,NA,75,NA,35,6,665
"96",89460800120136630272,"2022-07-28","20:41:23","2022-07-28 20:41:23",46.981922,-123.981316,1.08,3,0,0.45,86,4.14,5.28,3,10,1.58,NA,65,NA,29,7,665
"97",89460800120136630272,"2022-07-28","20:26:08","2022-07-28 20:26:08",46.982506,-123.982147,1.36,3,21,0.47,1,4.13,4.72,0,9,1.66,NA,120,NA,29,11,665
"98",89460800120136630272,"2022-07-28","20:10:49","2022-07-28 20:10:49",46.982155,-123.981369,1.38,3,5,0.86,47,4.11,5.05,0,9,2.02,NA,55,NA,31,10,665
"99",89460800120136630272,"2022-07-28","19:55:31","2022-07-28 19:55:31",46.981915,-123.98027,1.45,3,107,2.43,13,4.13,5,0,10,2.73,NA,150,NA,34,9,665
"100",89460800120136630272,"2022-07-28","19:40:14","2022-07-28 19:40:14",46.981682,-123.979637,1.82,3,44,0.39,53,4.12,4.51,0,7,2.94,NA,89,NA,40,11,665
"101",89460800120136630272,"2022-07-28","19:24:55","2022-07-28 19:24:55",46.981895,-123.980072,1.74,3,79,4.75,22,4.13,5.85,8,7,2.84,NA,27,NA,42,8,665
"102",89460800120136630272,"2022-07-28","19:09:39","2022-07-28 19:09:39",46.981899,-123.980011,1.17,3,354,1.23,36,4.1,5.94,7,9,1.65,NA,105,NA,32,10,665
"103",89460800120136630272,"2022-07-28","18:54:21","2022-07-28 18:54:21",46.981976,-123.979805,1.47,3,358,1.03,22,4.1,5.16,0,10,1.5,NA,85,NA,28,12,665
